,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
20200,4.13090862,0.01211677,0.01211677,0.01604893,1.40404575,0.44200207,0.01211192,0.01211192,0.01604128,1.40380287,0.44175530
20300,4.13094721,0.01208749,0.01208749,0.01601087,1.39755222,0.44104668,0.01208266,0.01208266,0.01600326,1.39731055,0.44080113
20400,4.13098685,0.01205812,0.01205812,0.01597264,1.39111668,0.44007139,0.01205331,0.01205331,0.01596507,1.39087618,0.43982704
20500,4.13130516,0.01202907,0.01202907,0.01593455,1.38473815,0.43911615,0.01202429,0.01202429,0.01592701,1.38449883,0.43887300
20600,4.13137083,0.01200008,0.01200008,0.01589735,1.37842208,0.43815320,0.01199533,0.01199533,0.01588985,1.37818392,0.43791122
20700,4.13155486,0.01197149,0.01197149,0.01586007,1.37216514,0.43720930,0.01196676,0.01196676,0.01585261,1.37192813,0.43696849
20800,4.13140442,0.01194309,0.01194309,0.01582269,1.36596952,0.43627435,0.01193838,0.01193838,0.01581526,1.36573366,0.43603470
20900,4.13143801,0.01191489,0.01191489,0.01578624,1.35983581,0.43533423,0.01191020,0.01191020,0.01577885,1.35960107,0.43509572
21000,4.13152713,0.01188697,0.01188697,0.01574985,1.35375028,0.43441369,0.01188230,0.01188230,0.01574250,1.35351666,0.43417632
21100,4.13137759,0.01185916,0.01185916,0.01571362,1.34772331,0.43349190,0.01185451,0.01185451,0.01570630,1.34749080,0.43325565
21200,4.13130567,0.01183156,0.01183156,0.01567790,1.34175629,0.43256838,0.01182681,0.01182681,0.01567045,1.34152243,0.43232793
21300,4.13131588,0.01180497,0.01180497,0.01564426,1.33588357,0.43168519,0.01180024,0.01180024,0.01563684,1.33565081,0.43144587
21400,4.13116489,0.01177852,0.01177852,0.01561196,1.33006790,0.43078289,0.01177382,0.01177382,0.01560458,1.32983622,0.43054468
21500,4.13140041,0.01175179,0.01175179,0.01557727,1.32427192,0.42988438,0.01174711,0.01174711,0.01556992,1.32404132,0.42964728
21600,4.13133370,0.01172500,0.01172500,0.01554224,1.31853056,0.42899792,0.01172034,0.01172034,0.01553493,1.31830103,0.42876192
21700,4.13131160,0.01169859,0.01169859,0.01550747,1.31282980,0.42812032,0.01169396,0.01169396,0.01550018,1.31260133,0.42788540
21800,4.13113238,0.01167227,0.01167227,0.01547306,1.30717740,0.42724016,0.01166765,0.01166765,0.01546581,1.30694997,0.42700633
21900,4.13098537,0.01164618,0.01164618,0.01543893,1.30157144,0.42636646,0.01164159,0.01164159,0.01543171,1.30134505,0.42613369
22000,4.13110544,0.01161984,0.01161984,0.01540464,1.29601023,0.42547280,0.01161527,0.01161527,0.01539746,1.29578487,0.42524109
22100,4.13122898,0.01159395,0.01159395,0.01537098,1.29051100,0.42461124,0.01158940,0.01158940,0.01536383,1.29028666,0.42438058
22200,4.13118785,0.01156836,0.01156836,0.01533733,1.28505726,0.42377037,0.01156383,0.01156383,0.01533021,1.28483393,0.42354075
22300,4.13136825,0.01154284,0.01154284,0.01530420,1.27965416,0.42291423,0.01153833,0.01153833,0.01529711,1.27943183,0.42268564
22400,4.13128910,0.01151727,0.01151727,0.01527078,1.27428582,0.42205135,0.01151277,0.01151277,0.01526373,1.27406448,0.42182377
22500,4.13137883,0.01149193,0.01149193,0.01523767,1.26897216,0.42119723,0.01148745,0.01148745,0.01523065,1.26875181,0.42097067
22600,4.13116595,0.01146690,0.01146690,0.01520490,1.26369360,0.42035098,0.01146240,0.01146240,0.01519776,1.26347263,0.42012079
22700,4.13120314,0.01144208,0.01144208,0.01517243,1.25847278,0.41953755,0.01143760,0.01143760,0.01516532,1.25825278,0.41930837
22800,4.13092410,0.01141708,0.01141708,0.01513935,1.25328428,0.41869471,0.01141261,0.01141261,0.01513227,1.25306525,0.41846654
22900,4.13097642,0.01139234,0.01139234,0.01510721,1.24814135,0.41785934,0.01138789,0.01138789,0.01510016,1.24792327,0.41763216
23000,4.13107409,0.01136777,0.01136777,0.01507503,1.24304122,0.41703080,0.01136334,0.01136334,0.01506801,1.24282409,0.41680461
23100,4.13103745,0.01134331,0.01134331,0.01504334,1.23798596,0.41620809,0.01133891,0.01133891,0.01503635,1.23776977,0.41598288
23200,4.13117807,0.01131923,0.01131923,0.01501178,1.23298072,0.41541193,0.01131477,0.01131477,0.01500461,1.23276331,0.41517953
23300,4.13135789,0.01129533,0.01129533,0.01498070,1.22800882,0.41459684,0.01129088,0.01129088,0.01497355,1.22779234,0.41436544
23400,4.13179650,0.01127132,0.01127132,0.01494961,1.22308102,0.41379145,0.01126689,0.01126689,0.01494249,1.22286546,0.41356103
23500,4.13182761,0.01124757,0.01124757,0.01491850,1.21819117,0.41300034,0.01124315,0.01124315,0.01491141,1.21797653,0.41277091
23600,4.13185317,0.01122417,0.01122417,0.01488774,1.21334424,0.41221613,0.01121977,0.01121977,0.01488068,1.21313051,0.41198767
23700,4.13205592,0.01120083,0.01120083,0.01485736,1.20852695,0.41142445,0.01119646,0.01119646,0.01485034,1.20831412,0.41119695
23800,4.13212827,0.01117763,0.01117763,0.01482725,1.20375702,0.41063501,0.01117328,0.01117328,0.01482025,1.20354509,0.41040848
23900,4.13222026,0.01115451,0.01115451,0.01479706,1.19902138,0.40985891,0.01115017,0.01115017,0.01479010,1.19881033,0.40963332
24000,4.13200239,0.01113150,0.01113150,0.01476721,1.19432731,0.40908307,0.01112718,0.01112718,0.01476027,1.19411714,0.40885842
24100,4.13202239,0.01110857,0.01110857,0.01473700,1.18967090,0.40831196,0.01110427,0.01110427,0.01473010,1.18946160,0.40808823
24200,4.13191238,0.01108586,0.01108586,0.01470720,1.18504456,0.40754311,0.01108158,0.01108158,0.01470032,1.18483612,0.40732031
24300,4.13160238,0.01106310,0.01106310,0.01467746,1.18045594,0.40676763,0.01105873,0.01105873,0.01467042,1.18024585,0.40653961
24400,4.13156352,0.01104082,0.01104082,0.01464819,1.17591617,0.40602764,0.01103646,0.01103646,0.01464119,1.17570694,0.40580056
24500,4.13174953,0.01101846,0.01101846,0.01461887,1.17140495,0.40526834,0.01101412,0.01101412,0.01461190,1.17119658,0.40504218
24600,4.13192433,0.01099626,0.01099626,0.01459017,1.16693747,0.40451252,0.01099188,0.01099188,0.01458314,1.16672851,0.40428471
24700,4.13177169,0.01097419,0.01097419,0.01456129,1.16249223,0.40376620,0.01096983,0.01096983,0.01455429,1.16228413,0.40353931
24800,4.13179087,0.01095231,0.01095231,0.01453259,1.15809086,0.40303465,0.01094796,0.01094796,0.01452562,1.15788359,0.40280868
24900,4.13171470,0.01093064,0.01093064,0.01450406,1.15372647,0.40231709,0.01092632,0.01092632,0.01449712,1.15352003,0.40209203
25000,4.13166822,0.01090898,0.01090898,0.01447572,1.14939229,0.40157874,0.01090467,0.01090467,0.01446880,1.14918668,0.40135458
25100,4.13165573,0.01088750,0.01088750,0.01444759,1.14508490,0.40084213,0.01088309,0.01088309,0.01444054,1.14487784,0.40061454
25200,4.13169161,0.01086621,0.01086621,0.01441986,1.14081248,0.40012143,0.01086182,0.01086182,0.01441284,1.14060624,0.39989474
25300,4.13166327,0.01084489,0.01084489,0.01439192,1.13657447,0.39939569,0.01084052,0.01084052,0.01438493,1.13636904,0.39916990
25400,4.13156828,0.01082387,0.01082387,0.01436436,1.13237852,0.39869115,0.01081952,0.01081952,0.01435740,1.13217390,0.39846624
25500,4.13153499,0.01080284,0.01080284,0.01433687,1.12820659,0.39797677,0.01079851,0.01079851,0.01432993,1.12800277,0.39775275
25600,4.13163464,0.01078201,0.01078201,0.01430968,1.12407096,0.39727045,0.01077769,0.01077769,0.01430277,1.12386794,0.39704730
25700,4.13163969,0.01076275,0.01076275,0.01428508,1.12006740,0.39661919,0.01075836,0.01075836,0.01427805,1.11986310,0.39639190
25800,4.13150000,0.01074274,0.01074274,0.01426002,1.11602901,0.39592681,0.01073836,0.01073836,0.01425303,1.11582549,0.39570040
25900,4.13158991,0.01072341,0.01072341,0.01423522,1.11202430,0.39526886,0.01071905,0.01071905,0.01422825,1.11182157,0.39504332
26000,4.13164276,0.01070344,0.01070344,0.01420895,1.10801922,0.39459017,0.01069909,0.01069909,0.01420200,1.10781728,0.39436550
26100,4.13141784,0.01068354,0.01068354,0.01418284,1.10404194,0.39391836,0.01067921,0.01067921,0.01417592,1.10384077,0.39369455
26200,4.13151163,0.01066384,0.01066384,0.01415691,1.10009523,0.39325506,0.01065943,0.01065943,0.01414984,1.09989226,0.39302561
26300,4.13163245,0.01064630,0.01064630,0.01413508,1.09629717,0.39265932,0.01064191,0.01064191,0.01412805,1.09609497,0.39243075
26400,4.13192533,0.01062767,0.01062767,0.01411228,1.09246914,0.39202893,0.01062330,0.01062330,0.01410527,1.09226771,0.39180122
26500,4.13192612,0.01060869,0.01060869,0.01408779,1.08861593,0.39138115,0.01060433,0.01060433,0.01408081,1.08841526,0.39115430
26600,4.13185049,0.01058982,0.01058982,0.01406312,1.08478963,0.39074248,0.01058548,0.01058548,0.01405616,1.08458972,0.39051649
26700,4.13182550,0.01057086,0.01057086,0.01403827,1.08098890,0.39010692,0.01056654,0.01056654,0.01403133,1.08078974,0.38988177
26800,4.13167784,0.01055195,0.01055195,0.01401351,1.07720607,0.38946511,0.01054765,0.01054765,0.01400660,1.07700765,0.38924079
26900,4.13145754,0.01053302,0.01053302,0.01398867,1.07344703,0.38882367,0.01052873,0.01052873,0.01398179,1.07324934,0.38860019
27000,4.13108983,0.01051397,0.01051397,0.01396354,1.06971459,0.38816314,0.01050969,0.01050969,0.01395669,1.06951764,0.38794049
27100,4.13099872,0.01049508,0.01049508,0.01393865,1.06601085,0.38752265,0.01049082,0.01049082,0.01393183,1.06581462,0.38730082
27200,4.13093037,0.01047632,0.01047632,0.01391387,1.06232708,0.38688803,0.01047204,0.01047204,0.01390699,1.06213115,0.38666483
27300,4.13074046,0.01045755,0.01045755,0.01388904,1.05867166,0.38624682,0.01045328,0.01045328,0.01388218,1.05847645,0.38602444
27400,4.13084978,0.01043885,0.01043885,0.01386445,1.05504385,0.38561418,0.01043460,0.01043460,0.01385761,1.05484935,0.38539261
27500,4.13087697,0.01042029,0.01042029,0.01383998,1.05144129,0.38497878,0.01041606,0.01041606,0.01383317,1.05124750,0.38475801
27600,4.13074934,0.01040192,0.01040192,0.01381576,1.04786589,0.38436011,0.01039770,0.01039770,0.01380897,1.04767280,0.38414014
27700,4.13048153,0.01038344,0.01038344,0.01379121,1.04430313,0.38372541,0.01037924,0.01037924,0.01378445,1.04411074,0.38350624
27800,4.13074925,0.01036518,0.01036518,0.01376715,1.04077546,0.38309665,0.01036100,0.01036100,0.01376041,1.04058375,0.38287826
27900,4.13061840,0.01034701,0.01034701,0.01374301,1.03727026,0.38247447,0.01034284,0.01034284,0.01373630,1.03707924,0.38225687
28000,4.13089647,0.01032893,0.01032893,0.01371932,1.03379357,0.38186101,0.01032477,0.01032477,0.01371263,1.03360324,0.38164418
28100,4.13091206,0.01031097,0.01031097,0.01369579,1.03033720,0.38124039,0.01030683,0.01030683,0.01368912,1.03014754,0.38102434
28200,4.13099498,0.01029297,0.01029297,0.01367214,1.02690352,0.38062502,0.01028884,0.01028884,0.01366550,1.02671454,0.38040973
28300,4.13107513,0.01027503,0.01027503,0.01364873,1.02349547,0.38000528,0.01027092,0.01027092,0.01364212,1.02330716,0.37979075
28400,4.13113541,0.01025754,0.01025754,0.01362559,1.02012236,0.37942102,0.01025344,0.01025344,0.01361899,1.01993471,0.37920725
28500,4.13136166,0.01023992,0.01023992,0.01360229,1.01675741,0.37881615,0.01023583,0.01023583,0.01359572,1.01657042,0.37860313
28600,4.13112417,0.01022242,0.01022242,0.01357923,1.01341393,0.37820599,0.01021835,0.01021835,0.01357269,1.01322759,0.37799372
28700,4.13095587,0.01020507,0.01020507,0.01355632,1.01010102,0.37761976,0.01020102,0.01020102,0.01354979,1.00991533,0.37740823
28800,4.13102552,0.01019602,0.01019602,0.01354433,1.00798103,0.37723057,0.01019195,0.01019195,0.01353780,1.00779527,0.37701867
28900,4.13100781,0.01017976,0.01017976,0.01352323,1.00474386,0.37668573,0.01017570,0.01017570,0.01351672,1.00455875,0.37647456
29000,4.13099237,0.01016323,0.01016323,0.01350159,1.00150941,0.37612551,0.01015913,0.01015913,0.01349498,1.00132334,0.37591080
29100,4.13125172,0.01014671,0.01014671,0.01348015,0.99829177,0.37555611,0.01014262,0.01014262,0.01347355,0.99810633,0.37534213
29200,4.13137921,0.01012991,0.01012991,0.01345806,0.99509243,0.37498379,0.01012584,0.01012584,0.01345148,0.99490763,0.37477055
29300,4.13145506,0.01011338,0.01011338,0.01343599,0.99191007,0.37441869,0.01010932,0.01010932,0.01342944,0.99172589,0.37420618
29400,4.13144093,0.01009674,0.01009674,0.01341425,0.98874737,0.37384475,0.01009269,0.01009269,0.01340773,0.98856383,0.37363296
29500,4.13144132,0.01008028,0.01008028,0.01339226,0.98560394,0.37328609,0.01007625,0.01007625,0.01338575,0.98542101,0.37307501
29600,4.13159208,0.01006388,0.01006388,0.01337052,0.98247946,0.37273157,0.01005986,0.01005986,0.01336404,0.98229715,0.37252121
29700,4.13154470,0.01004745,0.01004745,0.01334883,0.97937679,0.37216235,0.01004338,0.01004338,0.01334223,0.97919321,0.37194762
29800,4.13142358,0.01003098,0.01003098,0.01332717,0.97629105,0.37159108,0.01002692,0.01002692,0.01332059,0.97610809,0.37137707
29900,4.13153951,0.01001479,0.01001479,0.01330579,0.97322660,0.37103978,0.01001065,0.01001065,0.01329901,0.97304115,0.37081940
30000,4.13157060,0.00999868,0.00999868,0.01328447,0.97018147,0.37048799,0.00999455,0.00999455,0.01327771,0.96999664,0.37026834
30100,4.13155377,0.00998252,0.00998252,0.01326318,0.96714892,0.36992485,0.00997841,0.00997841,0.01325645,0.96696470,0.36970593
30200,4.13152813,0.00996638,0.00996638,0.01324188,0.96414167,0.36936781,0.00996223,0.00996223,0.01323507,0.96395689,0.36914676
30300,4.13164000,0.00995032,0.00995032,0.01322085,0.96115741,0.36881355,0.00994619,0.00994619,0.01321407,0.96097324,0.36859322
30400,4.13170989,0.00993423,0.00993423,0.01319942,0.95818754,0.36825728,0.00993011,0.00993011,0.01319267,0.95800397,0.36803768
30500,4.13160063,0.00991854,0.00991854,0.01317867,0.95524109,0.36772559,0.00991444,0.00991444,0.01317194,0.95505813,0.36750671
30600,4.13189055,0.00990277,0.00990277,0.01315808,0.95230851,0.36717288,0.00989869,0.00989869,0.01315137,0.95212615,0.36695472
30700,4.13175663,0.00988693,0.00988693,0.01313717,0.94938836,0.36661956,0.00988279,0.00988279,0.01313040,0.94920530,0.36639933
30800,4.13168914,0.00987128,0.00987128,0.01311630,0.94649203,0.36608411,0.00986716,0.00986716,0.01310955,0.94630957,0.36586460
30900,4.13162888,0.00985567,0.00985567,0.01309589,0.94361610,0.36553429,0.00985156,0.00985156,0.01308916,0.94343422,0.36531549
31000,4.13173884,0.00984064,0.00984064,0.01307628,0.94077432,0.36502869,0.00983653,0.00983653,0.01306957,0.94059303,0.36481060
31100,4.13176565,0.00982571,0.00982571,0.01305665,0.93794809,0.36453105,0.00982162,0.00982162,0.01304996,0.93776738,0.36431366
31200,4.13213303,0.00981075,0.00981075,0.01303688,0.93513937,0.36402835,0.00980667,0.00980667,0.01303022,0.93495925,0.36381165
31300,4.13232585,0.00979573,0.00979573,0.01301695,0.93234292,0.36351237,0.00979167,0.00979167,0.01301030,0.93216337,0.36329636
31400,4.13233506,0.00978077,0.00978077,0.01299741,0.92956381,0.36299653,0.00977672,0.00977672,0.01299078,0.92938483,0.36278122
31500,4.13228264,0.00977538,0.00977538,0.01299538,0.92800446,0.36279232,0.00977129,0.00977129,0.01298869,0.92782429,0.36257493
31600,4.13203894,0.00976187,0.00976187,0.01297879,0.92535333,0.36232753,0.00975772,0.00975772,0.01297201,0.92517171,0.36210645
31700,4.13206907,0.00974790,0.00974790,0.01296094,0.92267165,0.36184553,0.00974365,0.00974365,0.01295396,0.92248767,0.36161773
31800,4.13206346,0.00973409,0.00973409,0.01294275,0.91998891,0.36138258,0.00972985,0.00972985,0.01293580,0.91980551,0.36115549
31900,4.13226272,0.00971988,0.00971988,0.01292446,0.91730780,0.36088596,0.00971565,0.00971565,0.01291753,0.91712498,0.36065959
32000,4.13239111,0.00970584,0.00970584,0.01290599,0.91465109,0.36040682,0.00970162,0.00970162,0.01289908,0.91446883,0.36018115
32100,4.13256040,0.00969199,0.00969199,0.01288757,0.91200089,0.35993780,0.00968779,0.00968779,0.01288068,0.91181920,0.35971284
32200,4.13278390,0.00967782,0.00967782,0.01286898,0.90936682,0.35944619,0.00967363,0.00967363,0.01286211,0.90918570,0.35922192
32300,4.13274851,0.00966383,0.00966383,0.01285050,0.90674430,0.35896843,0.00965966,0.00965966,0.01284366,0.90656373,0.35874486
32400,4.13278540,0.00964998,0.00964998,0.01283218,0.90413871,0.35849343,0.00964582,0.00964582,0.01282535,0.90395870,0.35827055
32500,4.13271713,0.00963610,0.00963610,0.01281384,0.90154146,0.35801891,0.00963195,0.00963195,0.01280704,0.90136200,0.35779671
32600,4.13269147,0.00962223,0.00962223,0.01279555,0.89895954,0.35754332,0.00961810,0.00961810,0.01278877,0.89878064,0.35732180
32700,4.13270158,0.00960847,0.00960847,0.01277746,0.89639495,0.35706778,0.00960435,0.00960435,0.01277070,0.89621659,0.35684694
32800,4.13276791,0.00959459,0.00959459,0.01275914,0.89384627,0.35659156,0.00959047,0.00959047,0.01275240,0.89366846,0.35637139
32900,4.13287335,0.00958089,0.00958089,0.01274098,0.89130827,0.35612382,0.00957679,0.00957679,0.01273426,0.89113100,0.35590432
33000,4.13286969,0.00956722,0.00956722,0.01272288,0.88878391,0.35565084,0.00956313,0.00956313,0.01271619,0.88860718,0.35543200
33100,4.13278041,0.00955347,0.00955347,0.01270467,0.88627228,0.35517720,0.00954939,0.00954939,0.01269799,0.88609608,0.35495903
33200,4.13290363,0.00953961,0.00953961,0.01268653,0.88377013,0.35468460,0.00953554,0.00953554,0.01267987,0.88359446,0.35446709
33300,4.13298570,0.00952601,0.00952601,0.01266861,0.88128712,0.35421399,0.00952196,0.00952196,0.01266197,0.88111197,0.35399713
33400,4.13315612,0.00951249,0.00951249,0.01265088,0.87881669,0.35374677,0.00950845,0.00950845,0.01264426,0.87864207,0.35353056
33500,4.13320095,0.00949900,0.00949900,0.01263294,0.87635788,0.35327954,0.00949497,0.00949497,0.01262634,0.87618379,0.35306398
33600,4.13317684,0.00948550,0.00948550,0.01261496,0.87392021,0.35281416,0.00948144,0.00948144,0.01260828,0.87374566,0.35259647
33700,4.13314455,0.00947212,0.00947212,0.01259719,0.87149274,0.35235264,0.00946807,0.00946807,0.01259054,0.87131871,0.35213560
33800,4.13312134,0.00945876,0.00945876,0.01257948,0.86908105,0.35189131,0.00945472,0.00945472,0.01257285,0.86890753,0.35167491
33900,4.13305484,0.00944537,0.00944537,0.01256189,0.86668351,0.35143007,0.00944130,0.00944130,0.01255520,0.86650921,0.35121148
34000,4.13294487,0.00943218,0.00943218,0.01254432,0.86429620,0.35097159,0.00942804,0.00942804,0.01253754,0.86412051,0.35074942
34100,4.13300964,0.00941908,0.00941908,0.01252721,0.86192562,0.35051491,0.00941488,0.00941488,0.01252033,0.86174908,0.35028935
34200,4.13312827,0.00940590,0.00940590,0.01250987,0.85956391,0.35005135,0.00940172,0.00940172,0.01250301,0.85938789,0.34982645
34300,4.13308646,0.00939291,0.00939291,0.01249256,0.85721391,0.34960666,0.00938874,0.00938874,0.01248572,0.85703840,0.34938241
34400,4.13314623,0.00937993,0.00937993,0.01247551,0.85488081,0.34915505,0.00937577,0.00937577,0.01246870,0.85470581,0.34893146
34500,4.13309523,0.00936697,0.00936697,0.01245829,0.85255775,0.34869889,0.00936276,0.00936276,0.01245137,0.85238196,0.34847238
34600,4.13298551,0.00935396,0.00935396,0.01244099,0.85024730,0.34824546,0.00934977,0.00934977,0.01243409,0.85007202,0.34801960
34700,4.13311965,0.00934105,0.00934105,0.01242376,0.84794899,0.34779876,0.00933687,0.00933687,0.01241689,0.84777421,0.34757355
34800,4.13294048,0.00932817,0.00932817,0.01240679,0.84566121,0.34734559,0.00932399,0.00932399,0.01239993,0.84548693,0.34712103
34900,4.13286330,0.00931530,0.00931530,0.01238994,0.84339248,0.34689135,0.00931114,0.00931114,0.01238310,0.84321870,0.34666743
35000,4.13273608,0.00930259,0.00930259,0.01237305,0.84113341,0.34644864,0.00929844,0.00929844,0.01236624,0.84096013,0.34622536
35100,4.13268462,0.00928994,0.00928994,0.01235632,0.83888940,0.34601350,0.00928581,0.00928581,0.01234952,0.83871661,0.34579086
35200,4.13264708,0.00927733,0.00927733,0.01233962,0.83665458,0.34557215,0.00927321,0.00927321,0.01233284,0.83648228,0.34535014
35300,4.13283721,0.00926476,0.00926476,0.01232321,0.83443367,0.34512550,0.00926064,0.00926064,0.01231645,0.83426187,0.34490412
35400,4.13285515,0.00925224,0.00925224,0.01230654,0.83222702,0.34469295,0.00924813,0.00924813,0.01229980,0.83205570,0.34447220
35500,4.13277280,0.00923976,0.00923976,0.01229013,0.83003004,0.34425616,0.00923567,0.00923567,0.01228341,0.82985921,0.34403603
